氢能源的巨大利好，科技创新企业，永安行603776氢能源助力车巨大利好，在常州首,03-14
//@股友w8153918E6 :转发,03-14
集采啥意思啊？,03-14
转发,03-14
$九安医疗(SZ002432)$九安下周没啥用没有获得批准，下周主要炒作卖新冠检,03-14
我自横刀向天笑，去留肝胆两昆仑！ 这就是我的战法,03-14
$九安医疗(SZ002432)$美股抗疫板块，高开高走，爆了,03-14
那个老大哥888快闭嘴吧，垃圾玩意，一天天瞎jb叫,03-14
复制1月10日，11日涨停56.56.明天涨停65.65，然后再四个涨停，到10,03-14
从亚马逊上买了几种试剂盒用，太麻烦了，要找人按照说明书方法帮你捅鼻子，再按照说明,03-14
确实牛了阿,03-14
$九安医疗(SZ002432)$被中国医药替代,03-14
氢能源践行者。。从2017年至今，永安行科技股份有限公司投入数千万元，组建了一支,03-14
成大生物(688739)已提交新冠多肽疫苗专利申请，未来有效预防或治疗新冠方面，,03-14
明天低开加仓一倍，反正也才一百股,03-14
休息，蹲下，起飞！,03-14
之前九安双底突破失败最底跌到44.88，现在国内开放抗原，第一批名单是老的专业版,03-14
$九安医疗(SZ002432)$参考2.17、1.10,03-14
大盘指数暴跌。貌似水友很恐惧呀。。大盘指数以前分析过了。。是突破上去了的。当时以,03-14
明天跑步入场,03-14
$九安医疗(SZ002432)$为啥他们的抗疫股这么坚挺？,03-14
Fg目前只有永安行开发的氢能源共享助力车有市场，因为永安行603776配套了太阳,03-14
这一回，龙王应该抓住了吧？,03-14
$九安医疗(SZ002432)$不破100不走。,03-14
九安是上升趋势，底部启动，相对比较安全，主力还没有盈利，不会马上出货，防止洗盘,03-14
[献花][献花][献花],03-14
$九安医疗(SZ002432)$果然今天是诱空，后悔减仓了，明天又要追高！——喷,03-14
国内放开跟九安没半毛关系，只跟抗原未上市公司有关，周一跌停,03-14
九安医疗和永安行同样有题材，而且永安行盈利，净资产14元，股价只有15为什么,03-14
$九安医疗(SZ002432)$$九安医疗(SZ002432)$韭安医疗下周就要,03-14
这股是进了多少散户，人气一直第一，今天都追进去了？,03-14
九安大帝！人气轻松第一！欧耶,03-14
九安携全球权威哈弗医学院确认快速检测试剂盒第一的排名，回国请求参与抗击新冠病毒这,03-14
好久不见牛菲特先生大家掌声欢迎一下,03-14
美国抗疫股暂时拉升，明天应该稳了。就看今天进的大资金拉不拉了。反正不急，慢慢来吧,03-14
周五（11日）收盘后的龙虎榜发布，不出所料，新冠检测板块的九安医疗、东方生物、万,03-14
财经评论员,03-14
3月14日 复盘 招商崩，中银板，大盘缩量，跌幅却狠，外围涨，继续干！,03-14
$九安医疗(SZ002432)$老哥们，近半年哪支股票跌幅较大？,03-14
空中加油。,03-14
明天涨停,03-14
$九安医疗(SZ002432)$九安早盘冲高出了，周末检测消息发酵那么热都没有一,03-14
九安这波看到158.88[买入][上涨],03-14
不明白，九安为何之前不申请，现在慢慢排队市场份额都被抢完,03-14
$九安医疗(SZ002432)$还没开卖，所有在卖都是违法,03-14
啥?20个涨停你还不够，你还要对子?那就100个涨停够不够?天不生我九安，万股如,03-14
价值千金的打板龙头战法，读懂悟透，小资金也能快速做大。建议收藏、转发。,03-14
15分钟K线显示机构一直在买,03-14
熊市还敢追高，。搞清楚状况，熊市，看看指数，看看整个市场，单边下跌趋势，追高需谨,03-14
$九安医疗(SZ002432)$假阴线，诱空的走法…个人认为,03-14
明天-2开接着正2接着负-2-3-4-5-6-7-8-9-10，你们当主力是来做,03-14
还是在九安里吧，比外面好，外面更糟，外面不知道怎么就是一闷棍！,03-14
主力资金恐慌性出逃    医药生物板块遭狂卖超74亿,03-14
美股大涨？,03-14
回复:另外告诉下他们只有九安是全职适合当全职太太，其他检测盒都是兼职妹[大笑]国,03-14
美国都认可的检测盒，国内肯定市场没问题，只要产能跟的上，在当前疫情形势下，产品肯,03-14
一般情况一只票最高点是豹子号的，基本5年内都是最高位,03-14
搓揉线：主力最凶狠的洗盘手法，一旦遇到当机立断满仓干，后市或将有大行情爆发,03-14
$九安医疗(SZ002432)$今天这么大量肯定是主力也在做t啊！不然哪来的这么,03-14
[拜神][拜神],03-14
$九安医疗(SZ002432)$今天进5000股+6进请问明天何去何从哪位老师给,03-14
为尽快采购新型冠状病毒抗原检测试剂盒，吉林省工信厅第一时间通过省卫健委、国家卫健,03-14
今天走了10多亿大家怕吗,03-14
$九安医疗(SZ002432)$昨天提前分享的九安医疗，今天强势涨停，昔日市场总,03-14
$九安医疗(SZ002432)$57.68进仓。,03-14
明天还会上涨，不然怎么叫妖股？明天最低也在5个点以上。今天大A这样突然下杀，九安,03-14
今天果断Ｔ了一把，尾盘60.10再次插入。此股胜在人气，50万以上的跑了15亿，,03-14
九安医疗55以上是风险，48以下是机会。,03-14
完蛋了，还不快跑，散户们,03-14
$九安医疗(SZ002432)$发个贴让大家冷静一下，不能膨胀了九安炒作季报，美,03-14
$九安医疗(SZ002432)$美国抗疫资金已经取消了二轮招标结束了。国内疫情马,03-14
转发,03-14
美爸爸招标已经结束，九安儿子能拿多少份额，九安自从88.88之后，已经多次拉升失,03-14
$九安医疗(SZ002432)$还买不买？,03-14
$九安医疗(SZ002432)$第二批招标结束了吗，在哪能看啊,03-14
现在市场上除了新冠板块哪个板块能涨？买了九安放一百个心，市场上的热钱都在这里，外,03-14
$九安医疗(SZ002432)$分析一下今天九安的走势9:25之前，借助周末通篇,03-14
搞这个,03-14
$九安医疗(SZ002432)$打压军工科技恶炒九安这样的垃圾，内资机构可悲啊,03-14
$九安医疗(SZ002432)$打压军工科技恶炒九安这样的垃圾，内资机构可悲啊,03-14
大家都避而不谈这一周大盘的熊样，如果没有九安扛起大旗，还谈什么涨不涨，肯定都在谈,03-14
都别吵了，即使被批准了也是利润极低，还是被集采，还不如在外国卖大赚特赚呢。现在九,03-14
对于目前的九安来说，有没有国内的批复不是最重要的,03-14
$九安医疗(SZ002432)$持续走高,03-14
$九安医疗(SZ002432)$不要卖给美国人了。,03-14
A股再次上演大V逆转，新冠检测概念股掀涨停潮，后续是否持续看好？,03-14
利好，采集,03-14
$九安医疗(SZ002432)$锁仓看戏，坐等飞天看到好多股友还在期盼第二批订单,03-14
今天强炒作节点，走成这样，可能是自检题材不具备长炒作性质，后面结合市场与大盘，堪,03-14
呵呵集采肯定是利好这还用想？投放到市场有几个人买的？[微笑],03-14
马上开启第三浪下坡了,03-14
$九安医疗(SZ002432)$赶紧研发新产品，接着奏乐接着舞,03-14
$九安医疗(SZ002432)$主力明天留个跑的机会吧[哭][哭][哭][哭],03-14
终于有人发声：你还能在中国股市里面坚持多久？,03-14
放量滞涨，短期必跌,03-14
明天只怕你不敢水下5个点开开就全仓干进去,03-14
$九安医疗(SZ002432)$以后会越来越多不？算利好不？,03-14
三大指数再度下跌，走势会如何发展？,03-14
九安这波看到158.88,03-14
九安医疗:关于召开2022年第一次临时股东大会的通知,03-14
$九安医疗(SZ002432)$这t吗的明天要低开下跌！真他m硬不起来了,03-14
$九安医疗(SZ002432)$央妈来了，全面自测开始了,03-14
市场为什么持续探低？新冠药物、新冠检测还能持续吗？市场持续调整了一些日子了，应,03-14
转发,03-14
显而易见，明天拉萨跑机构进,03-14
股吧喊利好的多，撒腿就跑，一跑一个准，大不了再接回来。连板的日子过了,03-14
要卖的就卖，没票的滚蛋，别整天bbb在这里唱，你们卖了，我好加仓！正愁着买不进！,03-14
$九安医疗(SZ002432)$恭喜昨日跟上的各位，拿下！,03-14
$九安医疗(SZ002432)$150万实盘目标年内1000万,03-14
$九安医疗(SZ002432)$怕踏空没敢做T，悔啊,03-14
机构龙虎榜（3月14日）：买入：华海药业（4.47亿）、永辉超市（4.21亿）诺,03-14
"今天九安有强庄进入,而且大部分筹码在63上方",03-14
$九安医疗(SZ002432)$真的要集采了，要是真的集采九安了，只对九安而言是,03-14
$九安医疗(SZ002432)$真羡慕在车上的人唉，昨天卖出去了，今天也没买后悔,03-14
$九安医疗(SZ002432)$放巨量滞涨,03-14
$九安医疗(SZ002432)$明开盘药股全场飘绿，又是割韭菜的一天，早上、追高,03-14
明天涨停65.65是巧合，还是故意为之！,03-14
总结关于九安的几个点,03-14
九安还有可能回到65吗,03-14
老实交代，今天埋了多少散户,03-14
$九安医疗(SZ002432)$今天套了很多人，明天直接低开十个点,03-14
看看K线图，九安扬起价值投资的铁锤，打碎人为制造恐怖下跌噩梦,03-14
$九安医疗(SZ002432)$加息周，加息利好纺织板块，重点关注下华纺股份吧，,03-14
集才对于九安来说是大利好不过了，量大了全地球的人都用九安了！,03-14
3.15复盘+关注九安,03-14
$九安医疗(SZ002432)$九安在香港销售，利好,03-14
$九安医疗(SZ002432)$55元进的，目前只有一手100股，随便你主力怎么,03-14
人间的奇迹就是这样产生的！,03-14
开盘涨停，就让空狗给大家继续“旺旺旺”，个人观察，呵呵,03-14
明天九不会跌停的，你们放一万个心，估计最大跌幅不会超过5，反而还有可能上涨,03-14
$九安医疗(SZ002432)$兄弟伙些：这几天九安炒完后估计那边*ST银亿也差,03-14
巨大利好国内集采强制了，细腰赛力转债直接翻倍，然后无关的九安才能涨[大笑],03-14
九安今天的走势让很多人郁闷，更是让空方癫狂，所有关注九安的都会对今天量价担忧，给,03-14
周五吹涨的太多肯定没好事,03-14
万孚生物-高配版的九安医疗（转）,03-14
$九安医疗(SZ002432)$每次低开都是建小仓机会,03-14
$九安医疗(SZ002432)$在这个股上，涨停没走，然后水下一个点，tmd究竟,03-14
$九安医疗(SZ002432)$这个人气第一感觉是花钱买的了,03-14
$九安医疗(SZ002432)$我跟人打赌上午如果绿了要请人喝奶茶所以九安明天一,03-14
$九安医疗(SZ002432)$抗原自测，认证+实验室结论+综检评估指数，产能+,03-14
没有批准九安高开低走出货,03-14
周一涨停，周末愉快！今天看到一个朋友留言说不要捧一个，贬一个。很有道理...确实,03-14
竞价封板被砸开，高度拉升不让封板、2点半之前没有等到前两天那样的拉升，就抢着割肉,03-14
下周一九安冷水下锅了！凉的发抖啊！谁来救救吧！,03-14
$九安医疗(SZ002432)$我所到之处就没有不跌的股票[下跌][下跌],03-14
又一只被玩儿坏了的好股[哭],03-14
新冠抗原自我检测概念股爆发（附股）,03-14
国内首批“自测版”新冠抗原检测试剂盒来了,03-14
$九安医疗(SZ002432)$今日本座算是元气大伤，想不到主力竟有如此实力，若,03-14
大家好，问大家一个问题（不关九安医疗的）嗖嗖互联大家听过吗？这是在港交所上市的，,03-14
$九安医疗(SZ002432)$现在美国日本都在用吧,03-14
筹码上移，周五进来的游资获利走人，别骂别人没有格局。有主力接了，没榜不知是何人。,03-14
九安医疗：美国子公司完成交付3.54亿人份试剂盒产品,03-14
$九安医疗(SZ002432)$指数三天偏离值14.86也就是说明天如果涨7.2,03-14
现在抱团九安医疗这种，其他股更差。,03-14
好多股神啊，能预测走势，太牛了,03-14
广西牛哥：九安操作策略一。,03-14
$九安医疗(SZ002432)$为什么散户就是不承认自己接盘了呢？,03-14
$九安医疗(SZ002432)$重大新闻啊，检测盒子政府马上要集采了，九安医疗十,03-14
转发,03-14
昨天那些空狗估计接盘了吧，让你唱空，制造恐慌。,03-14
比亚迪顶333.33九安医疗88.88,03-14
价涨量缩，触及20日线，封单较弱，不阴不阳的消息与解读，周一盘中密切关注，强势十,03-14
$九安医疗(SZ002432)$大盘跌了好久了，等大盘起，九安这小胳膊难道还要跟,03-14
对对对晚上跌停，明天反弹,03-14
我今生砸锅卖铁买九安，不管几个！,03-14
$九安医疗(SZ002432)$看见突然一大堆人唱空，我特么就安心持有了，下星期,03-14
今天抗原检测试剂盒概念高开低走，原因是什么，这个试剂盒定价是多少，高了肯定不行，,03-14
转发,03-14
明天开启？？？什么模式？,03-14
$九安医疗(SZ002432)$明天说不定就公告获批,03-14
新冠检测试剂周一暴涨，也是大面的时刻！,03-14
$九安医疗(SZ002432)$看来大a的主角依然是你；只可惜洒家没上车,03-14
$九安医疗(SZ002432)$周一低开就加仓,03-14
兄弟们扶我起来，我还能买半手,03-14
不懂就问，采集是什么意思,03-14
明天肯定顶不了一字星期五进来的算大资金了你让他周一去顶一字?240亿其他人呢没分,03-14
您是市场总龙头吗？,03-14
今天连64以上都没卖到，可惜[滴汗],03-14
$九安医疗(SZ002432)$兄弟伙些：这几九安炒完后估计那边*ST银亿也差不,03-14
$九安医疗(SZ002432)$有没有早上高位接盘的,03-14
$九安医疗(SZ002432)$美国第二批五亿盒采购有消息了吗？,03-14
$九安医疗(SZ002432)$老美第二批订单看样子也落空了，国内也无法授权，短,03-14
上周五我都想好挂涨停买了！铺天盖地的新闻和利好，周末冷静了下，果然四出货,03-14
人气收割王！看来这个拉萨人气榜不能碰啊！基本能买进的都是吃面的！今早排队进，明早,03-14
$九安医疗(SZ002432)$能跑的，赶紧跑吧！过百姓平安生活，远离此类“完美,03-14
$九安医疗(SZ002432)$这价格。。。。,03-14
$九安医疗(SZ002432)$1.周一开盘要高于60.89，拉升62.18能坡,03-14
这90%以上的操作，都集中在低吸潜伏，是绝对的低吸潜伏派。因为打板当天存在炸板吃,03-14
$九安医疗(SZ002432)$集采是最好不过的，对于九安大帝，从此我们九安开始,03-14
$九安医疗(SZ002432)$[旺柴]刚刚刷到九安主力出逃14亿,03-14
$九安医疗(SZ002432)$刚刚刷到这个[旺柴],03-14
$九安医疗(SZ002432)$tf电话会议：抗原自测试点放开不止1-2个城市有,03-14
这么明显的利好还涨停，那股市真没意思了,03-14
$九安医疗(SZ002432)$rt,03-14
$九安医疗(SZ002432)$各位朋友明天如何啊。有点看不懂。今天主力明显是不,03-14
周一九安你能买进你就磕头吧，这是总龙头[大笑],03-14
今天65块买了300万，明天怎么办，急，在线等,03-14
$九安医疗(SZ002432)$九安和东方国产包装都已经出了，所以量产都是分分钟,03-14
$九安医疗(SZ002432)$完全和我预测的一样！其实一点也不难！只要你冷静思,03-14
$九安医疗(SZ002432)$利润还有12个点有本事明天跌停,03-14
枪打出头鸟，后来自有后来的道理,03-14
自我检测为啥没有九安,03-14
大家晚上好！3月14日不平凡的一天，紧急提醒所有人，今天的A股大跌86点，恒生指数大跌1022点，为什么外围今晚集体大涨？,03-14
当心01月18日！！！,03-14
$九安医疗(SZ002432)$感觉九安的董事长和董秘这么不争气,03-14
好奇怪,03-14
$九安医疗(SZ002432)$40见,03-14
$九安医疗(SZ002432)$今天没卖很后悔，明天有可能大跌,03-14
不看好九安医疗的趁早滚蛋，别在这边唧唧歪歪，去别的地方。,03-14
$九安医疗(SZ002432)$九安医疗一季业绩将成为A股历史上史诗级“医茅＂季,03-14
聪明人现在不会玩九安了,03-14
$九安医疗(SZ002432)$赶紧走吧，整个板块都在出货了，今天出货明显,03-14
$九安医疗(SZ002432)$在国内这个市场环境下，我简单分析一下集采，只有政,03-14
$九安医疗(SZ002432)$自从脱离了股海，吃饭也香了，睡眠也好了。见谁都微,03-14
很后悔50块只能了12手。这得少赚多少米啊,03-14
$九安医疗(SZ002432)$还得涨。。。,03-14
这日线上翘,03-14
$九安医疗(SZ002432)$今天追高进的心情还好吗[旺柴],03-14
$九安医疗(SZ002432)$慌什么慌，《科创板日报》记者从接近国家组织高值医,03-14
$九安医疗(SZ002432)$完事儿了就来那么一句：下一位，请做好防护。经典的,03-14
不集采也不会卖的很贵啊…也不敢卖贵吧。集采好歹还能走量，不走量的话中国人是很喜欢,03-14
$九安医疗(SZ002432)$送给无脑唱多的！[捂脸][捂脸][捂脸],03-14
转发,03-14
"九安目前走势是天天涨,不停涨,明天估计涨5个点左右,不会涨停",03-14
此股已废……万孚,03-14
52元附近闭上眼睛抄底上车的跨年妖王九安大帝有望再来一波大涨，它将带动市场情绪再,03-14
我国载人航天工程空间站在轨建造任务稳步推进,03-14
建信基金管理公司,03-14
$九安医疗(SZ002432)$换手率太高了哇！今天检测概念没有预期的强势，估计,03-14
明天早上是不是大订单光临了[微笑],03-14
$九安医疗(SZ002432)$还想着免费做核酸，不用人力物力啊，全是国家兜底,03-14
$九安医疗(SZ002432)$14亿散户能接得来？还能收红？背后到底是谁？,03-14
今天不少人追了进来，看来还得下去,03-14
拿什么救指数,03-14
$九安医疗(SZ002432)$在其他软件看九安日成交量，今天是绿的，在东财就是,03-14
$九安医疗(SZ002432)$招商证券无法交易事故分析及自我重新选择！！$招商,03-14
周三在抄底,03-14
九安走成这样人气还排笫一，中国医药排后面,03-14
够阴险，做假线，撤退速度撤了,03-14
北水巨额流出空头疯狂反扑，大盘反弹回落全天水下震荡,03-14
"可以大胆地告诉你们,五月底前九安绝对站上120元上方",03-14
$九安医疗(SZ002432)$没想走弱了，对不起你总龙头的身份啊，留一首格局,03-14
$九安医疗(SZ002432)$赶快去检测,03-14
$九安医疗(SZ002432)$他强由他强，清风拂山岗，他横由他横，明月照大江…,03-14
今天如果大盘情况好的话能这种走势？早上就封死涨停了。,03-14
明天开盘又可以低吸了。。。,03-14
$九安医疗(SZ002432)$18:39【集采信号？天津医药采购中心开展新冠抗,03-14
闷杀,03-14
妖门小妹今天接盘了吧[呲牙]周末2天加班，今天很安静啊[鼓掌],03-14
【3.14午】搞票了！,03-14
再不发利好公告的话，明天会被板块带下去,03-14
13号获批热景抗原，14号下午1点800万份送达吉林省，这是什么速度？竟还有人说,03-14
$九安医疗(SZ002432)$$恒生互联网ETF(SH513330)$$中概互,03-14
$九安医疗(SZ002432)$这个婚没法接了！我准备结婚，昨天家里人和女方父母,03-14
$九安医疗(SZ002432)$招商证券无法交易事故分析及自我重新选择！！$招商,03-14
$九安医疗(SZ002432)$集采信号？天津医药采购中心开展新冠抗原检测试剂信,03-14
$九安医疗(SZ002432)$天津确实开始采购了，这九安你不争口气努力努力赶紧,03-14
手中个股出现减持消息，是应该“死扛不放”还是“清仓走人”？,03-14
$九安医疗(SZ002432)$我想问问大家人民币贬值是不是对九安利好九安还有大,03-14
$九安医疗(SZ002432)$九安的末日到了，天津要集采了。以后检测盒子白菜价,03-14
下一只九安医疗已经确定就是这只大妖,03-14
刘菲特今天怎么没有锐评,03-14
香港就赚42亿,03-14
首先承认我没有九安，但我是看空明天后天这两天的行情的，觉得九安至少会有两个跌停。,03-14
今天散户接盘了，明天赶紧跑,03-14
我来打打气明天反包[鼓掌],03-14
调整几天再看，不急,03-14
$九安医疗(SZ002432)$要是真采集了是对九安而言是超级巨大利好，九安又在,03-14
真是厉害你不佩服不行,03-14
$九安医疗(SZ002432)$完事儿了就来那么一句：下一位，请做好防护。红楼风,03-14
$九安医疗(SZ002432)$今天真是晚了个寂寞，高开高走，尾盘跌零,03-14
$九安医疗(SZ002432)$明天九安医疗走势！低开低走跌停板上摩擦！[韭菜],03-14
新题材来了，老题材可以倒了,03-14
对对对，晚上跌停，明天反弹，然后晚上再跌停，白天再反弹,03-14
$九安医疗(SZ002432)$一群外行在这里唧唧歪歪。集采是什么都没有搞清楚就,03-14
明天如果不涨停，九安就彻底废了！,03-14
明天亚太药业买点,03-14
$九安医疗(SZ002432)$小区门口电焊机随时都可以[上涨][上涨],03-14
$九安医疗(SZ002432)$九安医疗股东是谁是小米，是刘毅刘峰的百年基业是小,03-14
$九安医疗(SZ002432)$跑了15亿牛逼,03-14
$九安医疗(SZ002432)$还是按捺不住激动的心，毫无疑问，周一九安必定一字,03-14
上周五2个点割了，早上62又买了[旺柴],03-14
终于等来集采利好。九安只有集采才能占据国内市场。,03-14
九安医疗：新冠检测试剂盒已在iHealth香港官网销售,03-14
巨大利好不过开盘跌停赛力转债涨停[大笑][憨笑],03-14
行情风声鹤唳，何时止跌？提示一个重要策略......,03-14
自测盒子如何集采？集采发给社区，社区分发吗？,03-14
又到了晚上跌停，明天反弹的时候[大笑],03-14
$九安医疗(SZ002432)$现在亚马逊销售怎么样了，哪个哥们帮忙看一下,03-14
$九安医疗(SZ002432)$集采是利好啊，量大的赚钱，这样九安国内外就没有真,03-14
跟1月10日的走势完全一样,03-14
好多人都拿着九安啊，看明天的局势了,03-14
$九安医疗(SZ002432)$反正持股到现在，逢低我就加，逢高也不卖，100是,03-14
$九安医疗(SZ002432)$明天一字跌停了要集采了,03-14
九安是放量下跌吗？,03-14
$九安医疗(SZ002432)$今天九安主力流出14亿，小散起码接了10个亿，还,03-14
对对对，晚上跌停，明天继续反弹，可以了吧，空门,03-14
货不是一口气交也不是一口气验，上周四收盘公告交货完毕，应该是最后到一小部分。验货,03-14
大部分人和我想的一样，觉得明天会低开，那完蛋了，高开了，信不信?主力把咱们散户研,03-14
历史上流出10多亿，还能红的股票，我没见过。你们呢？,03-14
值得参考[赞],03-14
石油市值连续缩水，现在是“越跌越买”降低成本？还是马上清仓？,03-14
$九安医疗(SZ002432)$放量涨滞，明天不妙。,03-14
$九安医疗(SZ002432)$可能因为集采，今天板块集体走弱，不然找不到别的原,03-14
$九安医疗(SZ002432)$大单，超大单走了14个亿，仍然是红盘，都是散户接,03-14
$九安医疗(SZ002432)$看了不少股友说九安的自测盒在国内没批文是大利空。,03-14
巨大利空开盘捏婷就是跌停，收盘张婷封[大笑][大笑][憨笑],03-14
$九安医疗(SZ002432)$兄弟们我是不是又加仓失败啊！加在高点了。最近这主,03-14
在座各位怎么就那么喜欢绿呢？我就奇了怪，不管男的女的都不喜欢吧？,03-14
$九安医疗(SZ002432)$九安在等美国政府的集采，不是吗？？？,03-14
快看我涨停了今晚挣了半个华尔街,03-14
战绩不错啊，能带带我？,03-14
说九安明天一字跌停的你们真的是啊,03-14
政府集采的话，价格不超20,03-14
"买入九安睡大觉,不必天天计较日涨跌,几个月后你就是旁人羡慕的人",03-14
$九安医疗(SZ002432)$天津要采集，九安要是真采集了是巨大利好，又在国内,03-14
转发,03-14
还好上周看到了，不然又错过了,03-14
妖股都吓，星期二妖股路演！（3月15）,03-14
既然大家都怕那44.88都给我吧……[旺柴],03-14
就像斗地主啊…明牌了，太多人看着地主的牌打了，螳螂捕蝉黄雀在后啊。,03-14
刘董卧薪尝胆，高瞻远睹，早料到了廉价集采，故意拖慢速度在国内销售，努力全力拿下美,03-14
害怕啥啊，大不了跌十个点而已，除非不给你跑的机会,03-14
$九安医疗(SZ002432)$割肉了，早盘没跑，后悔蒙圈了[哭],03-14
集合竞价成交4.5亿，开盘几分钟成交20个亿，这是散户能干的事情？？？明显今天有,03-14
还不跑等死,03-14
[得意]虎哥理解可以的！,03-14
龙虎榜出了，没九安,03-14
股市量化预警系统20220314收盘,03-14
别急，资金可以流出10亿，也可以流入10亿。消息真空期，害怕的家人们，就不要全仓,03-14
采集是好还是坏,03-14
$九安医疗(SZ002432)$你敢拿榜一，有脸吗，还我中国医药榜一大哥,03-14
集采对九安来说，反而是好事情，今天九安随大盘下跌，其他中标的检测股大涨，集采对那,03-14
$九安医疗(SZ002432)$我不慌明天必涨停[俏皮],03-14
$九安医疗(SZ002432)$有谁能说说，今天龙虎榜新冠检测板块一个上榜的都没,03-14
$九安医疗(SZ002432)$这榜一，不如我重仓的中药。,03-14
$九安医疗(SZ002432)$64走了，韭菜加油,03-14
$九安医疗(SZ002432)$能否突破就在本周如果本周75上不去基本凉了一半,03-14
今天板块回调看不懂，但集采对于这个空白市场当然是利好,03-14
什么采集,03-14
$九安医疗(SZ002432)$人气如此之高！能否冲上100？,03-14
$九安医疗(SZ002432)$别担心，九安和东方通过不是今晚就是明晚,03-14
炒股的过程就是修心的过程,03-14
接下来您怎么看待九安,03-14
$九安医疗(SZ002432)$明天继续跌停,03-14
今天九安竞价一度涨停，后面回调到4个点左右,03-14
集采利空那些获批的企业，九安没获批所以说暂时没事,03-14
$九安医疗(SZ002432)$拉萨就是死不悔改,03-14
$九安医疗(SZ002432)$换手率这么高，怎么不上榜，明天直接核按钮,03-14
$九安医疗(SZ002432)$可不可以理解下午快速跳水是因为主力提前知道集采的,03-14
$九安医疗(SZ002432)$集采是利好吧,03-14
$九安医疗(SZ002432)$主力资金都跑了，明天不知道怎么样了。,03-14
$九安医疗(SZ002432)$那些说集采好的，麻烦你去看一下长春高新。,03-14
太爽了吧，200多亿的市值，一天就套现七十亿,03-14
今日盈利1108本来赚8000尾盘10分钟跌了7000块希望明天能饶我一条狗命！,03-14
好像你们说的消息跟这个股一点关系没有吧，乱唱。,03-14
"$九安医疗(SZ002432)$拿九安挺起大盘的脊梁！九安持股过节,主力大资金押",03-14
$九安医疗(SZ002432)$集采，明天核按钮了把？,03-14
$九安医疗(SZ002432)$今天在回落到七个点的时候，全抛了，干得漂亮,03-14
$九安医疗(SZ002432)$换手率这么高，怎么不上榜，明天直接核按钮,03-14
